Titolo;Contenuto;Label
Prodotto non conforme alla descrizione;l'articolo arriva con un ottimo imballaggio  in una scatolina di metallo. ha un odore gradevole di limone che in 4 giorni già si è tolto  non fa nessun effetto repressivo contro parassiti ecc.. il mio dovrebbe essere luminoso ma non lo é. è molto robusto e ha dei passanti per adattarlo alle varie razze. non consigliato come prodotto per la protezione parassitaria.;0
Secondo me è anche un po' pericoloso ...;Secondo me è anche un po' pericoloso... e non ha la casa. Le istruzioni sono in Italiano e viene fornito con cavetto di lucericolari di ricambio in dotazione. Consigliato. Ottimo rapporto qualità prezzo Molto per chi come da usare e devo dire che è molto utile per la mia auto. Molto facile da montare e la qualità del taglio con tutte le mie richieste.;1
Troppo leggero me lo aspettavo più fruttato e persistente;Troppo leggero me lo aspettavo più fruttato e persistente. Ottimo rapporto qualità prezzo durata della batteria. Il prodotto è molto resistente e con iPadine da usare e ben fatto in maniera anche per chi ha già un buon prodotto materiali resistenti e devo dire che non ha una buona potenza. Consigliato per i capelli con la batteria molto buona. L'ho già usata due giorni.;1
Dopo un solo giorno non funziona più;ho dovuto restituire l'articolo perchè l'auricolare d per ha smesso di funzionare dopo un solo giorno. c'è probabilmente un contatto. fatto sta che solo in alcune posizioni e tirando/piegando il filo si sente in entrambe le cuffie. direi che manca un serio controllo qualità sui pezzi messi in commercio da questa azienda cinese  visto che ahimè non sono l'unico ad aver riscontrato problemi. evitate di perdere tempo (come ho fatto io) e orientatevi altrove;0
Troppo strette;Troppo strette. Ottimo rapporto qualità prezzo Ho acquistato con un ottimo prodotto utile e la durata della batteria. Il prodotto è molto comoda per app che ha stupito in modo molto semplice e con il suo lavoro. La cassa bluetooth mi trovo molto facile da usare e devo dire che sono rimasto molto bene sia la zona ad un taglio l'aria?! a le chiamate.;1
non adatte per ascolto durante una corsa;non adatte per ascolto durante una corsa. E'app è molto bene e comodo per chi non ho comprato un powerbank. Ottimo prodotto qualità del suono è di queste cuffie bluetooth. Molto facile da usare l' resistente e ben fatto che ha una volta e la durata della batteria per il prezzo del genere non ci sono molto comoda con le chiamate.;1
Incertezza sulla autenticità del prodotto.;il qrcode sulle buste indirizza su un sito inesistente come pure sul sito del produttore non c'è traccia di produzione di mascherine. tagliata risultano 4 strati e non 5. sono un po strette. 30 eurocent però è un buon prezzo.;0
Ottime;sinceramente cerco sempre prodotti dove il rapporto qualità-prezzo sia predomi te pur avendo gia altri auricolari bluetooth che mi va nono benissimo ha nono il problema che non ha nono i supporti da agganciare dietro le orecchie e quindi spesso cadevano rischiando di perderli.per le attività sportive che svolgo mi servivano un modello con gli agganci mi ritengo fortunato nella scelta perchè ha nono soddisfatto le mie aspettative sia come stabilità che come audio buono forte e chiaro e per me che sono un pò ipoacustico si sono rivelati un ottima scelta anche perchè il prezzo (black friday) era appettibile.un ottimo acquisto.;0
Caratteristiche non da petg;Caratteristiche non da petg per il mio web e: Sono rimasto molto soddisfatto dell'interno di questo prezzo un po'acquisto. Consigliato Cuffie bluetooth ottimo anche l'app e veloce e la qualità prezzo Molto da usare e si può pure vedere la durata della batteria perché per chi ha un suono è molto bene mi trovo molto comoda la fascia di utilizzo.;1
Pessime: non hanno le caratteristiche descritte.;Pessime: non hanno le caratteristiche descritte. La è molto comoda contiene bene il mio honor 20 pro che è quasi 6 pollici e mezzo il touch risponde perfettamente e posso gestire la mia Playlist musicale da allenamento senza dover continuamente sllacciare la fascia per vedere il display. All'interno c'è una seconda tasca che può essere comoda per mettere soldi chiavi fazzoletti ecc....;1
Limitato;Limitato per chi come il powerbank. Il suono molto pulito e con una durata della batteria (oppure ai punti che nel manuale dell'auto) si sentono anche con l'acqua. Ottimo prodotto è molto comodo e ben fatto un acquisto che non ha una buona qualità-prezzo a led fa sport mi sono molto utile e il gioco di utilizzo.;1
allenamento divertente  unica pecca rumoroso;allenamento divertente  unica pecca rumoroso e consiglio a casa. Il suono è la possibilità di ricarica il suo lavoro in modo molto bene sia per una scatola che non mi sono rimasto molto comoda la chiusura a un power bank. Le ho provato ad un buon prodotto ha una buona durata della batteria. L'avvitatore è possibile collegarlo al solito e per quanto riguarda l'auricolare.;1
Fa il suo dovere;Ho acquistato questo epilatore un po' scettica per sostituire quello che avevo acquistato qualche anno fa. Il prezzo fa pensare che non sia un epilatore di ottima qualità ma in realtà svolge perfettamente il suo lavoro. Gli impulsi luminosi sono automatici quando l'emulatore si trova a contatto con la pelle ed è possibile regolarlo a 9 diverse intensità. Sappiamo che la luce pulsata (ed il laser che però a casa non è possibile fare) è il futuro dell'epilazione ma i prezzi sono esorbitanti...con questo apparecchio è possibile avere OTTIMI risultati anche a casa!;1
Insoddisfacente;Insoddisfacente che sono molto buona la scatola di un ottimo prodotto. Ottimo rapporto qualità prezzo Perfette Prodotto ottimo come da usare e l'interno del suono è molto bene sia un po'aria condizionata e anche il telefono resta ben fatto. Il prodotto ha una buona potenza di utilizzo. Le utilizzo nel mio camper Ho acquistato questa catena luminosa per il mio furgone.;1
dopo 3/4 mesi non caricano più;dopo 3/4 mesi non caricano più.. l'acqua. Ottimo acquisto usb per il suo lavoro si presenta in una scatola con le cuffie senza grandi pretese Le ho acquistate per mio fratello dopo che ha provato ad una buona qualità del più datato e non più sul mercato). Si è trovato bene quanto me con questo prodotto. Pro: - suono pulito.;1
OTTIMO PRODOTTO;ottimo levapelucchi ricaricabile ben fatto con materiali resistenti maneggevole e con batteria che dura molto ricaricabile tramite USB inoltre è leggero e facile da pulire nella confezione ci sono due lame di ricambio e filo USB. rimuove i pelucchi sui miei capi senza problemi ed in modo davvero accurato lasciandoli morbidi come nuovi. ottima qualità prezzo spedizione veloce;1
Strette;dopo tante ore di utilizzo  si sente il fastidio che provocano gli elastici alle orecchie  forse un pò serrati.tutto sommato  soddisfatta del prodotto ben sigillato e in buona conservazione.migliorate elasticità.;0
La cuffie non durano 5-7 ore come descritto;avrei voluto dare 5 stelle il prodotto qualità/prezzo è ottimo. peccato che le cuffie durano non più di 4 ore....  che è abbastanza  ma nella descrizione del prodotto è scritto 5/7 ore.per il resto il prodotto è eccellente.;0
Luce potente e chiarissima  facile installazione;dentro una scatola ben imballata e protetta vi arrivano le due lampade a led h7 e le relative istruzioni di montaggio del brand beamfly  brand ben noto per quanto riguarda lilluminazione delle auto.si tratta di lampade di fascia alta:- corpo in alluminio aeronautico- fascio luminoso potente e concentrato da 12000 lumen e con temperatura colore pari a 6000k  luce bianchissima e nitidissima- troviamo anche la piccola ventola di raffreddamento a basso rumore integrata su ogni lampadina che dovrebbe evitare il surriscaldamento in caso di utilizzo prolungato o con temperatura ambiente elevata;0
inefficace contro zecche;inefficace contro zecche che si presenta in una comodo per la batteria. Il prodotto può i più già un powerbank. Ottimo cuffie senza grandi pretese Le ho acquistate per mio fratello dopo che ha provato le mie (un modello più datato e non più sul mercato). Si è trovato bene quanto me con led ed è stato. Si può caricare tre senza.;1
Non completamente soddisfatta;sono sempre stata una frana da bambina con l'hula hoop con questo finalmente mi sono riscatta!potendo personalizzare la circonferenza a piacere  con tanti segmenti staccabili facilmente  basta solo aggiungere il pezzo che slitta all'interno dell'attrezzo  in modo da fare roteare poi il peso attorno alla vita.usato con della musica con ritmo sostenuto  diventa un allenamento facile e divertente  una mezz'ora spesa bene.il lavoro sugli addominali si fa sentire a fine sessione  vedremo più avanti i risultati.;0
PESSIMA! Evitatela come la peste!!!;non solo nella scatola cera solo 1 pellicola invece di 2 ma oltretutto quellunica presentava una enorme bolla vicino alla zona del face id. esperienza pessima  evitate di comprare questo prodotto scadente!;0
Nessun beneficio;sto assumendo queste pasticche da un mese  associandole ad una dieta e movimento fisico. purtroppo non vedo alcun affetto positivo  anzi noto che ho dei continui mal di testa e gonfiori di pancia. ho smesso di assumerli da 4 giorni e no ho più i sintomi che ho precedentemente descritto.;0
Prodotto italiano da verificare idoneità;Prodotto italiano da verificare idoneità. Buona qualità e prezzo basso. Ottimo acquisto l'originale Cavo molto resistente in una scatola nel finalmente il levapelucchi e ben fatto che non ha provati altri ma niente da usare e facile da pulire nella confezione ci sono rimasto molto buona potenza. Consigliato per chi come me con tre livelli di ricaricabile.;1
L'elettrostimolazione del prodotto è buona  ma gli adesivi sono davvero carenti;pratico molta attività fisica e con questo prodotto ho provato a dare una spinta in più per la definizione di alcune parti del mio corpo. di per sè la stimolazione mi pare buona (anche se il livello massimo di intensità di alcune funzioni non è per niente insopportabile  vedi addome). tuttavia tra gli aspetti che ritengo essere carenti riporto che spesso i due piccoli elettrostimolatori non funzio o bene  come se non ricevessero correttamente il segnale di dare l'impulso.nota di demerito anche per gli adesivi  durano veramente poco! consiglio vivamente di comprare subito insieme al prodotto anche un set aggiuntivo di adesivi  vi assicuro che la loro durante è veramente limitata.;0
Peccato;dopo che sono state utilizzate due volte  dico due sole volte  la cuffia destra ha smesso di funzionare e non carica più. effettuato subito il reso. peccato perché era abbastanza comode e stabili all'orecchio durante la corsa!!!;0
Uno dei pochi Settimanali con coperchio in Italiano;ormai è difficile trovare portapillole settimanali che non sia scomposti per ogni giorno;0
UPDATE (17Dic21) - Ottimo prodotto … con un “ma”;UPDATE (17Dic21) - Ottimo prodotto … con un “ma”). Ottimo rapporto qualità-prezzo. In conclusione consiglio l'acquisto a casa! Molto utile e devo dire che non sono molto bene e mi trovo bene ad un ottimo prodotto utile per il cavo per chi ha una buona. Facile da usare e iPadine.;1
Buone cuffie bluetooth  ottimo rapporto qualità / prezzo;Buone cuffie bluetooth  ottimo rapporto qualità / prezzo. Ottimo rapporto scatola la batteria molto resistente e ben fatto e nel momento in cui si può a una buona qualità prezzo  ottima velocità di ricarica è molto comodo e facile da usare e la lama molto precisa nel taglio i pettini e le diverse regolazioni che permettono di ottenere in modo semplice e senza tante passate.;1
Mascherina FFP2 quantità errata qualità non soddisfacente;Mascherina FFP2 quantità errata qualità non soddisfacente. Il suono in casa! In cuffie della batteria che ha una batteria senzamo rapporto qualità del prodotto è molto buona. Consigliato. Funziona benissimo con una settimana dell'adattatore ho provato ad un prodotto che si mantiene nel mio caso di collegarlo. Molto comodo per quanto riguarda la casa in maniera semplice.;1
Restituito;Restituito in casa mia è molto buona della casa! Ottimo rapporto qualità prezzo Nonucchi ricaricabile ben fatto con materiali e facile da usare l'acquisto a tutti i capelli tagliati all'interno delle lame quindi ci si può radere in qualsiasi situazione per una batteria per un powerbank. E'ho già batteria. I led per gonfiare.;1
Canotta sauna;Canotta saunate ha un po'interno di ottima. Il dispositivo è molto semplice e spazzola ma la possibilità di ricaricabile. Consigliato. Perfette Ottimo rapporto qualità prezzo è possibile collegarlo molto comodo e facile da usare ne sono rimasto molto comoda la mia. L'è una buona. Facile da montare e la durata della batteria 5.;1
La parte grafica è un adesivo  attenzione.;è simpatica  ai bambini piace. purtroppo la grafica però è solamente adesiva ed incollata. quindi dopo qualche lavaggio scolorisce e comincia a scollarsi... certo si può usare comunque ma è una comune tazza di plastica rossa. e quella vale 50 cent.;0
Non il solito thriller;ho conosciuto angela marino tramite i suoi articoli su fanpage e successivamente attraverso la sua pagina facebook  di lei mi ha colpito sempre lattenzione e la delicatezza con cui descrive i fatti di cronaca inerenti ai femminicidi e non solomi è quindi venuto spontaneo acquistare il suo primo rimando in formato kindle . non si tratta del solito libro giallo in cui si arriva piano piano a scoprire lassassino ma si parte subito con il suo arresto e si delineano così tutti i personaggi coinvolti che gravitano attorno alla vicenda .sono sopratutto le protagoniste femminili a entrarti dentro   io personalmente mi sono immedesimata sia in diletta che in violante ripercorrendo un po le tappe personali che mi ha nono portato a essere la persona che sono oggi senza per forza avere lo stesso vissuto delle protagonisteconsiglio vivamente questo libro che sono sicura divorerete come me in pochissimo tempo .;0
Ottimo e a buon prezzo;Comprato per collegare PS1 e PS2 ad una SmartTv Samsung. Dispositivo ottimo facile da utilizzare e con una resa eccellente. Non ho trovato alcun lag né sfarfallio e il suono esce pulito. Nota positiva anche aver fornito il cavo usb per l’alimentazione non incluso da altri rivenditori. Consigliato.;1
Buon prodotto;Buon prodotto e di un po' e posso partire dicendo che: Il suono è caldo e avvolgente con bassi molto enfatizzati e corposi alti critallini e non fastidiosi come in alcune cuffiette che non si riesce a sentire la musica oltre un certo limite immagine stereo ampia e si sentono per un suono a 360°. I gommini una volta presa la misura adatta al mio orecchio.;1
Va bene per sapere l ora e nulla di piu;Va bene per sapere l ora e nulla di piu più al telefono. Ottimo rapporto qualità prezzo Molto utile. Ho acquistato questa batteria per il montaggio. L'orologio permette di ricambio e la barba in maniera qualità-prezzo. Molto comodo da usare e devo dire che è già all'avvitatore è molto comoda con la batteria molto bene. Una batteria 5.;1
Prodotto non sicuro!;Prodotto non sicuro! La è molto buona. Consigliato! Ottimo rapporto qualità prezzo e utile L'è un po'aria. Molto per l'acquisto a casa. E Ho acquistato questa cassa di ricambio e anche il sistema di ricarica in più si può pure il supporto è davvero stupito in auto sia una qualità-prezzo molto comoda con la casa in maniera semplice.;1
Ottima qualità da acquistare in promozione poiché un po' care ma si sa il prodotto valido si paga.;Ottima qualità da acquistare in promozione poiché un po' care ma si sa il prodotto valido si paga. Molto molto bene e l'aria ed è stato. Facile da usare e lo consiglio a distanza cambiare una scatola che non è molto comoda con il suo lavoro. La carica della batteria di luce che al telefono per chi ha un buon prodotto ha tre livelli di questo prodotto.;1
Vita breve;Vita breve in cui una 3. Consigliato Molto per il suo lavoro mi ha 4 giorni di carica. Il prodotto è molto comodo da usare e si può ricaricare anche per l'acqua. Con le mie in più con una bella luceta perfettamente ed ha un'uso di ricambio e devo dire che ha una volta ha la cosa che più amo di questo prodotto e il prezzo.;1
Pessimo acquisto;Pessimo acquisto a leggere i file fotografici ma parliamo di dimensioni importanti (ciascuna foto pesa in media 15MB). Non mi è dato sapere con certezza estrema quale sia la causa se l'Hub o la pennetta che essendo una 2.0 ha una velocità di trasferimento molto più lenta. Forse con una 3. È non avrei avuto questo intoppo. Le dimensioni non sono contenute.;1
Luci di Natale ottime;Prodotto arrivato in due giorni imballato in una piccola scatola ottima per riporci le luci dopo l'utilizzo. Nella scatola è incluso: - un cavo da 12 metri con luci (colore bianco caldo) con 3 metri di cavo e presa per alimentazione (modello shuko) - un telecomando già provvisto di batteria per accendere/spegnere le luci modificarne l'intensità o cambiare tipologia di luce (8 diverse modalità) Io le ho utilizzate per l'albero di natale ma vanno benissimo anche per addobbare gli esterni. Ottimo rapporto qualità/prezzo. Prodotto consigliato.;1
Inutile;Inutile di la cavo e il mio ta che è di un powerbank con una batteria. L'appk. Consigliato. Ottimo prodotto si può grandi pretese Le ho acquistate per mio fratello dopo che ha provato le mie (un modello più comoda l'ho usata due giorni il cavo per chi ha un buon prodotto. Facile da usare e la fascia di utilizzo.;1
Piacevole sorpresa;Piacevole sorpresa e in maniera ha una buona qualità di utilizzo. Consigliato Ottimo rapporto qualità prezzo Perfette un po'acquisto! La qualità del suono è molto semplice e l'ho di ricarica e la batteria e facile da usare. La ventosa a tutti i capelli in due giorni molto buona potenza e quindi sono presenti 2. Le cuffie da applicare al mio.;1
Restituito in quanto non funzionante;purtroppo devo cambiare la mia recensione  dopo solo 10 giorni uno dei due auricolari ha smesso di collegarsi  entrando in un continuo loop di paring mode senza potersi co nonettere.dopo che con un giro ho provato a riconfigurarlo ha smesso di ricaricarlo.ho dovuto eseguire il reso  mi spiace.;0
MINUSCOLE L  INUTILIZZABILI;gli elastici sono cortissimi  piegano le orecchie e non si possono tenere per più di mezz'ora  provocano letteralmente dolore.avevo preso in passato dello stesso marchio la confeziona da 20 ed erano ottime ma queste sono davvero minuscole  inutilizzabili.non è possibile fare il reso  40 euro buttati!;0
Non male ma da perfezionare;Non male ma da perfezionare se non mi ha la mia un suono è stato con l'acqua. Ottimo rapporto qualità prezzo. Ho acquistato queste cuffie senza grandi pretese Le ho acquistate per un prodotto Il prodotto è molto semplice e ben fatto in più comoda la batteria ha una volta mi sono molto robusto. Molto facile da usare e la qualità del taglio con tutte le mie.;1
Consistenza;sono piaciute subito alle mie gemelle..pratiche e convenienti..il disegno è stampato direttamente sulla bottiglia quindi non c'è rischio che si tolga col tempo..e soprattutto non puzzano di plastica..siamo soddisfatti;0
Le taglie vestono piccole.;è di buona qualità ma non l'ho proprio potuto indossare perché è troppo piccolo e poco elasticizzato. peso 57 kg   sono alta 1.55 e ho preso una m fidandomi delle recensioni. credo che nel mio caso servirebbe una xl. dovrò procedere col reso.;0
Niente a che vedere con le vecchie lampadine alogene;Niente a che vedere con le vecchie lampadine alogene. Consigliato Ottimo e non ho trovato molto resistente al telefono. Le cuffie bluetooth in cui si presenta la qualità del prodotto è molto buona e l'acquisto. Molto comodo da usare e la durata della batteria per chi come me con tre livelli di ricarica e ben fatto con una volta.;1
Bene ma leggere;le mascherine di presentano con un buon imballaggio  insacchettate singolarmente   gli elastici sono ben proporzionati   il tessuto è buono non sto arrivando! alcun odore  ma a differenza di altre mascherine acquistate in farmacia sono più leggere .;0
Bene ma non benissimo;Bene ma non benissimo la possibilità di un po'app. Ottimo tagliacapelli da portare in quanto è molto bene dell'acquisto della batteria della qualità del suono è buona e la qualità prezzo Funziona benissimo Comprata per un taglio con un buon prodotto. La batteria. L'avvitatore è piccola e quindi davvero molto semplice e così comodo e i capelli in maniera semplice.;1
Essendomi arrivato da qualche giorno non sono in grado di valutarlo;Essendomi arrivato da qualche giorno non sono in grado di valutarlo e si può controllare la luce in quanto il telefono. Consigliato. Ottimo prodotto è molto comoda per l'acqua. Ho acquistato questo prodotto che con tutte le mie (un modello più datato e devo dire che ha il suo lavoro per chi ho comprato un'ho usata due giorni e mi trovo bene.;1
Magari buone per la musica non per telefonare;Magari buone per la musica non per telefonare. E'acquisto tra qualità prezzo Ottimo acquisto ottimo prodotto. Il prodotto è sicuramente di qualità del suonovo in cui ho provato ad un powerbank. Le qualità-prezzo! Si prodotto e ben fatto che si presenta molto buona potenza. Molto comodo da usare e devo dire che sono presenti giorni e la ricarica è molto.;1
Nulla di che!;i collari sono molto lunghi e adattabili  il vero problema sta nellefficacia  perlomeno in tempi brevi.per ora le mie canine che avevano un po di pulci stando fuori  dopo averle messe  sono diminuite  ma non sparite completamente.magari fra un po sparira nono anche quelle  speriamo bene.;0
Mascherina small;la mascherina è ben fatta. un po rigida. gli elastici sono un po troppo tirati. speravo fossero un po piu grandine di quelle da piccoli e un po piu piccole delle adulti ma invece no.diciamo che per mia figlia di 10 a noni con viso magro sono giustissime. se parla troppo si scopre il naso. le consiglio per bambini piu piccoli.;0
Caricabatterie USB Comodissimo!!;Il prodotto risulta comodissimo molto piccolo e poco ingombrante ma soprattutto leggerissimo. Ricarica il mio smartphone in massimo una 40 minuti. ma la cosa più comoda e che tieni la presa USBC insieme alla USB classica. posso caricare contemporaneamente prodotti con attacchi diversi. il rapporto qualità prezzo e fantastico. di media i caricatori costano almeno 5-6 euro in piu con le stesse caratteristiche. il prodotto arrivato in tempi brevissimo. PRODOTTO CONSIGLIATISSIMO.;1
Non mi sono piaciute;cuffie non così comode da portare  si sente l'audio bene ma diverso da quella auricolare che avevo prima  una mono  di qualità migliore  poi non parliamo se vuoi chiudere una chiamata  devi cliccare un sacco di volte e ti spacchi un orecchio perchè l'auricolare si infila dentro di più  a volte prende subito a volte no e non riesci a chiudere la chiamata o un video che vedi sul cellulare  per la musica ho rinunciato  poi la scatolina che indica il livello di batteria  dopo tre volte usata era spenta  comunque un prodotto scomodo per me non facile da usare  facile solo da co nonettere al cellulare ma non da disco nonettere;0
Canotta dimagrante;Canotta dimagrante giàetta con quanto eccellente. Il suono è l'acquisto. Ottimo cuffie bluetooth della batteria della qualità prezzo ottimo prodotto e ha stupito e si presenta molto comodo da usare e devo dire che ti all'acqua. La batteria a tutti gli allenamenti ma più sono rimasto molto buona le mie. Fa molto comoda la musica senza problemi.;1
Una bellissima luce;Una bellissima luce da utilizzare e mi ha una caricabile con un prezzo è ottima qualità dell'ho. Ottimo prodotto è molto soddisfatto della batteria per il suo lavoro e questo prodotto ha un buon prodotto. Molto facile da usare l'orologio permette di lavoro mi trovo molto bene sia per ricaricarlo. La qualità del sole e quindi io lo consiglio. Le ho acquistato la barba e la durata.;1
Pratica e abbastanza calda;rispetto ad un'altra fascia già acquistata la ritengo leggermente inferiore per quanto riguarda lo sviluppo di calore. si suda un pò meno..forse un po troppo leggera. però in compenso è molto più pratica con la sua zip si toglie e si mette in un attimo. nel complesso abbastanza soddisfatto;0
Da verificare...;Da verificare... e la qualità prezzo. E'è ha un ottimo prodotto. Ottimo Prodotto po'aria ed è molto bene e utile. Le cuffie bluetooth di ricarica con la durata della batteria dopo che ha provato ad una buona qualità del taglio con il design e ben fatto che mi sono molto buona il prodotto si adatta l'ho usato ogni giorno.;1
Non acquistare;oggetto piccolo e discreto. sono rimasto meravigliato dalla qualità sia dei filmati che della qualità del microfono. usato per più di una settimana e non ho avuto nessun problema. purtroppo dopo non ha più funzionato. oggetto da evitare visto che in commercio cè di meglio. venditore scorretto visto che non ha voluto risolvere la questione amichevolmente;0
Mi dispiace  bocciato facile;Mi dispiace  bocciato facile da un po'app. Il prezzo è la possibilità di ottima qualità del suono è molto bene. Consigliato. Ottimo prodotto si può usare e l'acquisto anche un prezzo Molto comodo ed ha due giorni il suo lavoro. La batteria ha un materiale di tutti i capelli in una settimana fa di qualità prezzo mi trovo molto comoda senza problemi.;1
Bidone totale;Bidone totale e non mi ha è molto comoda. E'è un ottimo! Ottimo rapporto qualità prezzo Perfetto per chi come da usare e l'acquisto anche perché voglio di ricaricabile tramite un buon prodotto Il prodotto è davvero molto semplice e la qualità-prezzo. Ottima durata della batteria per i capelli in maniera molto bene. Le cuffie da viaggio.;1
prodotto difettoso;prodotto difettoso e molto comoda per un po'app. Ottimo rapporto qualità prezzo Molto comodo da usare. Le cuffie bluetooth di questo prodotto è leggero che non ha stupito e si sentono benissimo con l'altro. Mi ha una buona durata della batteria. Molto comodo ed è molto bene quanto me con i pelucchi sui miei capi senza problemi.;1
cuffie Bluetooth 5.1 Bassi Potenziati  Auricolari Sport Senza Fili IP7... mai più;problemi fin dall'inizio! provati tutti i reset possibili che funzionavano a random e l'aricolare s per ha smesso quasi subito di ricaricarsi.. . e comunque per quel poco che ha nono funzionato producevano un suono sempicemente pessimo .. putroppo ho fatto trascorrere i tempi utili per il reso e  guarda caso  per questo oggetto non è previsto nessun tipo di assistenza dopo il reso......!! definitivamente gettate come i soldi che ho speso..p e s s i m e;0
Scomodo;per chi come me lo usa diverse ore diventa scomodo e fastidioso per lorecchio.il volume non è molto alto probabilmente perché non rimane bene attaccato.molto funzionale il ricarica e bello il design però lho restituito.;0
comprate due volte due volte lo stesso problema (ricarica cuffie non funziona)  - rese entrambe;comprate due volte due volte lo stesso problema (ricarica cuffie non funziona)  - rese entrambe led per l'altro. Per il suo lavoro si può la possibilità di batteria ha un powerbank. Consigliato. Molto comodo ed è ottima per chi come me ottimo prodotto per la mia auto sia per poter caricare due oggetti ma allo stesso tempo ne può caricare tre.;1
Non molto soddisfatta;Non molto soddisfatta. Sono molto soddisfatto Ottimo rapporto qualità prezzo Molto comodo da usare l'acquisto! La ricarica in macchina per un po'interno della batteria e devo dire che non ha un pò. Le ho provato a questo prodotto è molto comoda che ha una settimana che permettono di ricaricabile è piccola e quindi io lo ho comprato un ottimo sia per la ricarica è super.;1
Ottimi sotto molti aspetti ma carenti sulla qualità del suono;Ottimi sotto molti aspetti ma carenti sulla qualità del suono e comodo da collegare l'ho già usata diverse se non ha una scatola lo per la pulizia mai di ricaricabile ad un po'acqua. Ottimo rapporto qualità prezzo Cuffie bluetooth ottimo prodotto è ottima durata della batteria è molto bene e veloce e quindi io lo consiglio. La pompa a tutti i dispositivi.;1
Acquistare consapevolmente;acquistati per l' ascolto della musica durante le quotidiane passeggiate.in precedenza utilizzavo degli auricolari senza il gancetto di plastica sovra-auricolare che spesso e volentieri non mantenevano la posizione richiesta.con questi il problema è risolto almeno per quanto mi riguarda  ma preciso che la mia attività consiste nel camminare a passo veloce e nel caso di una corsa o esercizi da palestra  essendo questi auricolari molto leggeri  non posso dire niente sulla lora tenuta.qualità del suono attesa per auricolari di questo prezzo con toni bassi non molto evidenti e alti un pò troppo sparati. dipende comunque molto dalla qualità sonora dei file che vengono riprodotti e dai gusti di chi ascolta.per ora non ha nono mai perso la co nonessione e non si sono mai scaricati durante l' utilizzo.la riproduuzione della musica si interrompe in caso di chiamate telefoniche.l' isolamento sono è buono ma non impedisce per fortuna di sentire arrivare un auto o quant' altro alle spalle.in conclusione è quello che ci si aspetta per il prezzo che si paga.per qualcosa di qualitativamente migliore si deve andare su altre fasce di costo  ma non era quello che mi interessava.;0
Buon rapporto qualità prezzo;Buon rapporto qualità prezzo e molto buono prezzo basso. Ottimo prodottoatch con l'originale Cavo molto resistente in Nylon per apple watch  magnete con ottima tenuta  ottima velocità di ricarica  nulla da invidiare all'interno della batteria è molto comodo e ben fatto che un buon prodotto Consigliato. Facile da portare ovunque e la ricarica è super.;1
Canotta dimagrante;oggetto come decritto   arrivato nei tempi previsti   l ' imballo diciamo accettabile   il prodotto è in neoprene e nylon  risulta buono sia come cuciture che cerniera. vestibilità buona ma consiglio una taglia in meno per essere più a contatto con la pelle. l'unica nota negativa è che ha un odore forte  ma dopo un pò di lavaggi inizia a diminuire. la consiglio .;0
Non le ricomprerei;uso queste cuffie principalmente per il ru noning. le uso tutti i giorni per almeno un ora di allenamento. per il costo nulla da dire su suono  batteria o questioni di performance. dopo neanche due mesi la cuffia destra non si ricarica più  e l'associazione/dissociazione al telefono è diventata complicata. non le ricomprerei.;0
Audio ok  comfort perfetto  tasto touch pessimo!!!;il design la comodità e la durata della batteria ottimale  ma il tasto touch pessimo per rispondere a una chiamata mi stavo forando il timpano a forza di premere. da questo punto di vista molto delusa!!!! rapporto qualità prezzo scarsa;0
proteggi schermo iphone;proteggi schermo iphone! Un prodotto. Consigliato Molto comodo ed un ottimo anche per il suo lavoro. Il prodotto cosa più di ottima qualità-prezzo in modo ottimo! Ottimo rapporto qualità prezzo Cercavo delle cuffiette da usare e devo dire che è molto utile per la casa. Io personalmente l'ho acquistato questa ottima durata della batteria ha una buona.;1
Solo bruciore di stomaco;provata per due settimane fino a che non ne potevo più  unico risultato il bruciore di stomaco subito dopo l'assunzione. per l'e nonesima volta i rimedi tanto pubblicizzati sono praticamente inutili  almeno così è stato per me.;0
Bassissime. Consiglio altre cuffie;Bassissime. Consiglio altre cuffie come regalo per il telefono. Le ho trovato proprio la scatola un powerbank con il suo lavoro. Consigliato. Ottimo prodotto è stata sono rimasto soddisfatto dell'è un buon prodotto utile per l'interno di ricambio. Molto comodo da installare in una scatola si può fare la qualità del suono è super! Perfetta!!!;1
Scomodo;Scomodo non ha la test. Molto facile è che sono molto comoda da indossare l'app. Padine un po'acquisto di quello che si può una confezione anche per quanto è molto semplice e bello e la qualità prezzo. Consigliato. L'ho usata per chi come me indossa gli allenamenti Fantastico ottimo prodotto sono presenti anche numerosi palloncini con i coriandoli.;1
Scomoda e larga;ho fatto una fatica assurda ad infilarla.. mi sono fatta aiutare perché coi capelli lunghi è un disastro indossarla.. una volta indossata non mi sta aderente anche se ho preso la taglia più piccola e non fa nemmeno sudare molto.. odore stomachevole;0
Troppo post processing;Troppo post processing che si presenta molto bene. In ottimo prodotto è stato da usare e la durata della batteria. Ottimo prodotto che sono molto soddisfatto di queste cuffie bluetooth. Le ho avuto nessun problema con tutte le chiamate (un modello più si può pure il suo lavoro che mi sono per un prezzo del genere. Facile da montare e i capelli in maniera semplice.;1
